run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
11; /small-50000-SNAPPY.parquet; 8; 1000000; SNAPPY; 50000; 0.335646; 0.000007; 0.000000; 0.000000; 30.517578; 12.567397; 0.411808; 0; 0.000000
12; /small-100000-UNCOMP.parquet; 8; 1000000; UNCOMP; 100000; 0.332124; 0.000003; 0.000000; 0.000000; 30.517578; 12.559646; 0.411554; 0; 0.000000
13; /small-100000-GZIP.parquet; 8; 1000000; GZIP; 100000; 1.014328; 0.000010; 0.000000; 0.000000; 30.517578; 11.071781; 0.362800; 0; 0.000000
14; /small-100000-ZSTD.parquet; 8; 1000000; ZSTD; 100000; 0.348097; 0.000003; 0.000000; 0.000000; 30.517578; 11.846646; 0.388191; 0; 0.000000
15; /small-100000-SNAPPY.parquet; 8; 1000000; SNAPPY; 100000; 0.303422; 0.000003; 0.000000; 0.000000; 30.517578; 12.547943; 0.411171; 0; 0.000000
run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
0; /small-1000-UNCOMP.parquet; 8; 1000000; UNCOMP; 1000; 2.453557; 0.002454; 0.000000; 0.000000; 30.517578; 19.116798; 0.626419; 0; 0.000000
1; /small-1000-GZIP.parquet; 8; 1000000; GZIP; 1000; 3.867947; 0.003868; 0.000000; 0.000000; 30.517578; 14.315145; 0.469079; 0; 0.000000
2; /small-1000-ZSTD.parquet; 8; 1000000; ZSTD; 1000; 2.678640; 0.002679; 0.000000; 0.000000; 30.517578; 15.115181; 0.495294; 0; 0.000000
3; /small-1000-SNAPPY.parquet; 8; 1000000; SNAPPY; 1000; 2.227944; 0.002228; 0.000000; 0.000000; 30.517578; 19.190750; 0.628842; 0; 0.000000
4; /small-10000-UNCOMP.parquet; 8; 1000000; UNCOMP; 10000; 0.519082; 0.000052; 0.000000; 0.000000; 30.517578; 13.379537; 0.438421; 0; 0.000000
5; /small-10000-GZIP.parquet; 8; 1000000; GZIP; 10000; 1.198142; 0.000120; 0.000000; 0.000000; 30.517578; 11.125559; 0.364562; 0; 0.000000
6; /small-10000-ZSTD.parquet; 8; 1000000; ZSTD; 10000; 0.552380; 0.000055; 0.000000; 0.000000; 30.517578; 11.640761; 0.381444; 0; 0.000000
7; /small-10000-SNAPPY.parquet; 8; 1000000; SNAPPY; 10000; 0.576956; 0.000058; 0.000000; 0.000000; 30.517578; 13.385558; 0.438618; 0; 0.000000
8; /small-50000-UNCOMP.parquet; 8; 1000000; UNCOMP; 50000; 0.363930; 0.000007; 0.000000; 0.000000; 30.517578; 12.569695; 0.411884; 0; 0.000000
9; /small-50000-GZIP.parquet; 8; 1000000; GZIP; 50000; 0.954605; 0.000019; 0.000000; 0.000000; 30.517578; 10.980973; 0.359825; 0; 0.000000
10; /small-50000-ZSTD.parquet; 8; 1000000; ZSTD; 50000; 0.354885; 0.000007; 0.000000; 0.000000; 30.517578; 11.672780; 0.382494; 0; 0.000000
11; /small-50000-SNAPPY.parquet; 8; 1000000; SNAPPY; 50000; 0.350187; 0.000007; 0.000000; 0.000000; 30.517578; 12.567397; 0.411808; 0; 0.000000
12; /small-100000-UNCOMP.parquet; 8; 1000000; UNCOMP; 100000; 0.307348; 0.000003; 0.000000; 0.000000; 30.517578; 12.559646; 0.411554; 0; 0.000000
13; /small-100000-GZIP.parquet; 8; 1000000; GZIP; 100000; 1.037617; 0.000010; 0.000000; 0.000000; 30.517578; 11.071781; 0.362800; 0; 0.000000
