run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
0; small1024; 0; 0; NONE; 1024; 0.000000; 0.000000; 3.286711; 0.003364; 0.000000; 0.000000; 0.000000; 0; 0.000000
1; small8192; 0; 0; NONE; 8192; 0.000000; 0.000000; 1.395399; 0.011345; 0.000000; 0.000000; 0.000000; 0; 0.000000
2; small32768; 0; 0; NONE; 32768; 0.000000; 0.000000; 1.155999; 0.037290; 0.000000; 0.000000; 0.000000; 0; 0.000000
3; small131072; 0; 0; NONE; 131072; 0.000000; 0.000000; 0.986065; 0.123258; 0.000000; 0.000000; 0.000000; 0; 0.000000
4; small524288; 0; 0; NONE; 524288; 0.000000; 0.000000; 0.975555; 0.487777; 0.000000; 0.000000; 0.000000; 0; 0.000000
5; small1000000; 0; 0; NONE; 1000000; 0.000000; 0.000000; 1.018659; 1.018659; 0.000000; 0.000000; 0.000000; 0; 0.000000
