run_nr file_id ch_num all_points compresion_type quant_points time_write time_write_quant time_read time_read_quant file_size_mb compressed_file_size_mb compression_coef read_interval_points read_interval_time
84 /small-100000-UNCOMP.parquet 8 1000000 UNCOMP 100000 0.280978 0.000003 0.285892 0.000003 30.517578 12.559417 0.411547 1000 0.040252
85 /small-100000-GZIP.parquet 8 1000000 GZIP 100000 0.907427 0.000009 0.361091 0.000004 30.517578 11.071438 0.362789 100 0.056541
86 /small-100000-GZIP.parquet 8 1000000 GZIP 100000 0.907427 0.000009 0.361091 0.000004 30.517578 11.071438 0.362789 100000 0.091969
87 /small-100000-GZIP.parquet 8 1000000 GZIP 100000 0.907427 0.000009 0.361091 0.000004 30.517578 11.071438 0.362789 50000 0.055076
88 /small-100000-GZIP.parquet 8 1000000 GZIP 100000 0.907427 0.000009 0.361091 0.000004 30.517578 11.071438 0.362789 25000 0.055920
89 /small-100000-GZIP.parquet 8 1000000 GZIP 100000 0.907427 0.000009 0.361091 0.000004 30.517578 11.071438 0.362789 1000 0.053066
90 /small-100000-ZSTD.parquet 8 1000000 ZSTD 100000 0.294499 0.000003 0.275003 0.000003 30.517578 11.846668 0.388192 100 0.040437
91 /small-100000-ZSTD.parquet 8 1000000 ZSTD 100000 0.294499 0.000003 0.275003 0.000003 30.517578 11.846668 0.388192 100000 0.080851
92 /small-100000-ZSTD.parquet 8 1000000 ZSTD 100000 0.294499 0.000003 0.275003 0.000003 30.517578 11.846668 0.388192 50000 0.037159
93 /small-100000-ZSTD.parquet 8 1000000 ZSTD 100000 0.294499 0.000003 0.275003 0.000003 30.517578 11.846668 0.388192 25000 0.041693
94 /small-100000-ZSTD.parquet 8 1000000 ZSTD 100000 0.294499 0.000003 0.275003 0.000003 30.517578 11.846668 0.388192 1000 0.044945
95 /small-100000-SNAPPY.parquet 8 1000000 SNAPPY 100000 0.316205 0.000003 0.263964 0.000003 30.517578 12.548379 0.411185 100 0.044604
