run_nr file_id ch_num all_points compresion_type quant_points time_write time_write_quant time_read time_read_quant file_size_mb compressed_file_size_mb compression_coef read_interval_points read_interval_time
40 /small-32768-UNCOMP.parquet 8 1000000 UNCOMP 32768 0.328031 0.000010 0.302322 0.009752 30.517578 30.789753 1.008919 100 0.013951
41 /small-32768-UNCOMP.parquet 8 1000000 UNCOMP 32768 0.328031 0.000010 0.302322 0.009752 30.517578 30.789753 1.008919 50000 0.029298
42 /small-32768-UNCOMP.parquet 8 1000000 UNCOMP 32768 0.328031 0.000010 0.302322 0.009752 30.517578 30.789753 1.008919 25000 0.013960
43 /small-32768-UNCOMP.parquet 8 1000000 UNCOMP 32768 0.328031 0.000010 0.302322 0.009752 30.517578 30.789753 1.008919 1000 0.013042
44 /small-32768-UNCOMP.parquet 8 1000000 UNCOMP 32768 0.328031 0.000010 0.302322 0.009752 30.517578 30.789753 1.008919 1000 0.013159
45 /small-32768-GZIP.parquet 8 1000000 GZIP 32768 3.104814 0.000095 0.416031 0.013420 30.517578 8.825080 0.289180 100 0.024684
46 /small-32768-GZIP.parquet 8 1000000 GZIP 32768 3.104814 0.000095 0.416031 0.013420 30.517578 8.825080 0.289180 50000 0.040014
47 /small-32768-GZIP.parquet 8 1000000 GZIP 32768 3.104814 0.000095 0.416031 0.013420 30.517578 8.825080 0.289180 25000 0.022835
48 /small-32768-GZIP.parquet 8 1000000 GZIP 32768 3.104814 0.000095 0.416031 0.013420 30.517578 8.825080 0.289180 1000 0.023061
49 /small-32768-GZIP.parquet 8 1000000 GZIP 32768 3.104814 0.000095 0.416031 0.013420 30.517578 8.825080 0.289180 1000 0.022716
50 /small-32768-ZSTD.parquet 8 1000000 ZSTD 32768 0.371799 0.000011 0.353793 0.011413 30.517578 8.949910 0.293271 100 0.019961
51 /small-32768-ZSTD.parquet 8 1000000 ZSTD 32768 0.371799 0.000011 0.353793 0.011413 30.517578 8.949910 0.293271 50000 0.033170
52 /small-32768-ZSTD.parquet 8 1000000 ZSTD 32768 0.371799 0.000011 0.353793 0.011413 30.517578 8.949910 0.293271 25000 0.021436
53 /small-32768-ZSTD.parquet 8 1000000 ZSTD 32768 0.371799 0.000011 0.353793 0.011413 30.517578 8.949910 0.293271 1000 0.026979
54 /small-32768-ZSTD.parquet 8 1000000 ZSTD 32768 0.371799 0.000011 0.353793 0.011413 30.517578 8.949910 0.293271 1000 0.020905
55 /small-32768-SNAPPY.parquet 8 1000000 SNAPPY 32768 0.318529 0.000010 0.325936 0.010514 30.517578 15.496286 0.507782 100 0.018148
56 /small-32768-SNAPPY.parquet 8 1000000 SNAPPY 32768 0.318529 0.000010 0.325936 0.010514 30.517578 15.496286 0.507782 50000 0.032408
57 /small-32768-SNAPPY.parquet 8 1000000 SNAPPY 32768 0.318529 0.000010 0.325936 0.010514 30.517578 15.496286 0.507782 25000 0.018833
58 /small-32768-SNAPPY.parquet 8 1000000 SNAPPY 32768 0.318529 0.000010 0.325936 0.010514 30.517578 15.496286 0.507782 1000 0.020403
59 /small-32768-SNAPPY.parquet 8 1000000 SNAPPY 32768 0.318529 0.000010 0.325936 0.010514 30.517578 15.496286 0.507782 1000 0.018532
60 /small-131072-UNCOMP.parquet 8 1000000 UNCOMP 131072 0.333462 0.000003 0.304616 0.038077 30.517578 30.750389 1.007629 100 0.082163
61 /small-131072-UNCOMP.parquet 8 1000000 UNCOMP 131072 0.333462 0.000003 0.304616 0.038077 30.517578 30.750389 1.007629 50000 0.051628
