run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
30; /small-50000-ZSTD.parquet; 8; 1000000; ZSTD; 50000; 0.386934; 0.000008; 0.298500; 0.000006; 30.517578; 11.672478; 0.382484; 1000; 0.020818
31; /small-50000-ZSTD.parquet; 8; 1000000; ZSTD; 50000; 0.386934; 0.000008; 0.298500; 0.000006; 30.517578; 11.672478; 0.382484; 100000; 0.039966
32; /small-50000-ZSTD.parquet; 8; 1000000; ZSTD; 50000; 0.386934; 0.000008; 0.298500; 0.000006; 30.517578; 11.672478; 0.382484; 50000; 0.022412
33; /small-50000-SNAPPY.parquet; 8; 1000000; SNAPPY; 50000; 0.334537; 0.000007; 0.273256; 0.000005; 30.517578; 12.568297; 0.411838; 1000; 0.023135
34; /small-50000-SNAPPY.parquet; 8; 1000000; SNAPPY; 50000; 0.334537; 0.000007; 0.273256; 0.000005; 30.517578; 12.568297; 0.411838; 100000; 0.040022
35; /small-50000-SNAPPY.parquet; 8; 1000000; SNAPPY; 50000; 0.334537; 0.000007; 0.273256; 0.000005; 30.517578; 12.568297; 0.411838; 50000; 0.022192
36; /small-100000-UNCOMP.parquet; 8; 1000000; UNCOMP; 100000; 0.315183; 0.000003; 0.271269; 0.000003; 30.517578; 12.559417; 0.411547; 1000; 0.045990
37; /small-100000-UNCOMP.parquet; 8; 1000000; UNCOMP; 100000; 0.315183; 0.000003; 0.271269; 0.000003; 30.517578; 12.559417; 0.411547; 100000; 0.041200
38; /small-100000-UNCOMP.parquet; 8; 1000000; UNCOMP; 100000; 0.315183; 0.000003; 0.271269; 0.000003; 30.517578; 12.559417; 0.411547; 50000; 0.039974
39; /small-100000-GZIP.parquet; 8; 1000000; GZIP; 100000; 0.964941; 0.000010; 0.357105; 0.000004; 30.517578; 11.071438; 0.362789; 1000; 0.060450
40; /small-100000-GZIP.parquet; 8; 1000000; GZIP; 100000; 0.964941; 0.000010; 0.357105; 0.000004; 30.517578; 11.071438; 0.362789; 100000; 0.058120
41; /small-100000-GZIP.parquet; 8; 1000000; GZIP; 100000; 0.964941; 0.000010; 0.357105; 0.000004; 30.517578; 11.071438; 0.362789; 50000; 0.058565
42; /small-100000-ZSTD.parquet; 8; 1000000; ZSTD; 100000; 0.324015; 0.000003; 0.276537; 0.000003; 30.517578; 11.846668; 0.388192; 1000; 0.038083
43; /small-100000-ZSTD.parquet; 8; 1000000; ZSTD; 100000; 0.324015; 0.000003; 0.276537; 0.000003; 30.517578; 11.846668; 0.388192; 100000; 0.039902
44; /small-100000-ZSTD.parquet; 8; 1000000; ZSTD; 100000; 0.324015; 0.000003; 0.276537; 0.000003; 30.517578; 11.846668; 0.388192; 50000; 0.041129
45; /small-100000-SNAPPY.parquet; 8; 1000000; SNAPPY; 100000; 0.281015; 0.000003; 0.275225; 0.000003; 30.517578; 12.548379; 0.411185; 1000; 0.042020
46; /small-100000-SNAPPY.parquet; 8; 1000000; SNAPPY; 100000; 0.281015; 0.000003; 0.275225; 0.000003; 30.517578; 12.548379; 0.411185; 100000; 0.041624
47; /small-100000-SNAPPY.parquet; 8; 1000000; SNAPPY; 100000; 0.281015; 0.000003; 0.275225; 0.000003; 30.517578; 12.548379; 0.411185; 50000; 0.039724
